"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72538599999","1989-01-01","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  29.9"," 8","9999.9"," 0","1018.7"," 8","999.9"," 0","  8.0"," 8","  8.8"," 8"," 11.8","999.9","  32.9","*","  28.0","*"," 0.00","I","999.9","000000"
"72538599999","1989-01-02","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  29.9"," 9","9999.9"," 0","1013.9"," 9","999.9"," 0","  7.3"," 9"," 12.1"," 9"," 15.9","999.9","  32.0","*","  28.0","*"," 0.00","I","999.9","000000"
"72538599999","1989-01-03","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  23.0"," 9","9999.9"," 0","1009.7"," 9","999.9"," 0","  5.7"," 9","  9.9"," 9"," 15.9","999.9","  27.1","*","  21.0","*","99.99"," ","999.9","001000"
"72538599999","1989-01-04","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  15.9"," 9","9999.9"," 0","1018.1"," 9","999.9"," 0","  7.8"," 9","  7.4"," 9","  9.9","999.9","  22.1","*","  10.0","*","99.99"," ","999.9","001000"
"72538599999","1989-01-05","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  20.7"," 9","9999.9"," 0","1017.7"," 9","999.9"," 0","  8.0"," 9","  7.7"," 9"," 10.9","999.9","  28.0","*","  14.2","*"," 0.00","I","999.9","000000"
"72538599999","1989-01-06","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  29.1"," 4","9999.9"," 0","1012.7"," 4","999.9"," 0","  8.0"," 4","  7.5"," 4"," 15.0","999.9","  31.1","*","  27.1","*","99.99"," ","999.9","001000"
"72538599999","1989-01-07","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  32.9"," 9","9999.9"," 0","1013.3"," 9","999.9"," 0","  4.3"," 9","  9.6"," 9","  9.9","999.9","  39.9","*","  29.1","*"," 0.00","I","999.9","100000"
"72538599999","1989-01-08","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  33.3"," 9","9999.9"," 0","1008.9"," 8","999.9"," 0","  7.4"," 9"," 22.9"," 9"," 31.9","999.9","  52.0","*","  21.0","*","99.99"," ","999.9","001000"
"72538599999","1989-01-09","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  17.1"," 9","9999.9"," 0","1024.8"," 8","999.9"," 0","  8.0"," 9"," 15.5"," 9"," 24.9","999.9","  19.0","*","  14.2","*","99.99"," ","999.9","001000"
"72538599999","1989-01-10","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  27.5"," 9","9999.9"," 0","1024.0"," 9","999.9"," 0","  8.0"," 9"," 12.7"," 9"," 19.8","999.9","  36.0","*","  19.0","*"," 0.00","I","999.9","000000"
"72538599999","1989-01-11","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  28.2"," 9","9999.9"," 0","1030.2"," 9","999.9"," 0","  8.0"," 9"," 11.7"," 9"," 15.0","999.9","  34.9","*","  21.0","*"," 0.00","I","999.9","000000"
"72538599999","1989-01-12","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  37.1"," 9","9999.9"," 0","1016.8"," 9","999.9"," 0","  7.4"," 9"," 13.1"," 9"," 18.8","999.9","  41.9","*","  28.0","*","99.99"," ","999.9","010000"
"72538599999","1989-01-13","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  26.3"," 8","9999.9"," 0","1026.9"," 8","999.9"," 0","  8.0"," 8"," 10.5"," 8"," 11.8","999.9","  32.9","*","  21.0","*"," 0.00","I","999.9","000000"
"72538599999","1989-01-14","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  26.6"," 9","9999.9"," 0","1025.3"," 9","999.9"," 0","  8.0"," 7","  8.2"," 8","  9.9","999.9","  29.1","*","  23.2","*"," 0.00","I","999.9","000000"
"72538599999","1989-01-15","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  32.1"," 9","9999.9"," 0","1014.5"," 9","999.9"," 0","  7.6"," 9"," 11.9"," 9"," 15.9","999.9","  34.0","*","  29.1","*"," 0.00","I","999.9","000000"
"72538599999","1989-01-16","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  31.3"," 9","9999.9"," 0","1018.3"," 9","999.9"," 0","  8.0"," 9"," 11.0"," 9"," 16.9","999.9","  34.9","*","  27.1","*"," 0.00","I","999.9","000000"
"72538599999","1989-01-17","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  35.7"," 9","9999.9"," 0","1014.3"," 9","999.9"," 0","  8.0"," 9"," 14.4"," 9"," 23.9","999.9","  38.8","*","  31.1","*"," 0.00","I","999.9","000000"
"72538599999","1989-01-18","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  38.4"," 9","9999.9"," 0","1011.8"," 9","999.9"," 0","  8.0"," 9"," 11.9"," 9"," 16.9","999.9","  43.0","*","  36.0","*"," 0.00","I","999.9","000000"
"72538599999","1989-01-19","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  35.9"," 9","9999.9"," 0","1013.8"," 9","999.9"," 0","  8.0"," 9"," 13.8"," 9"," 19.8","999.9","  40.8","*","  32.9","*"," 0.00","I","999.9","000000"
"72538599999","1989-01-20","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  34.1"," 8","9999.9"," 0","1012.7"," 8","999.9"," 0","  8.0"," 8"," 11.9"," 8"," 15.0","999.9","  43.0","*","  25.2","*"," 0.00","I","999.9","000000"
"72538599999","1989-01-21","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  19.8"," 9","9999.9"," 0","1029.8"," 9","999.9"," 0","  8.0"," 9","  8.7"," 9","  9.9","999.9","  26.1","*","  13.1","*"," 0.00","I","999.9","000000"
"72538599999","1989-01-22","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  31.4"," 8","9999.9"," 0","1022.9"," 8","999.9"," 0","  8.0"," 8"," 11.9"," 8"," 15.0","999.9","  40.8","*","  27.1","*"," 0.00","I","999.9","000000"
"72538599999","1989-01-23","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  38.3"," 5","9999.9"," 0","1020.3"," 5","999.9"," 0","  8.0"," 5"," 10.5"," 5"," 11.8","999.9","  43.0","*","  36.0","*"," 0.00","I","999.9","000000"
"72538599999","1989-01-24","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  38.7"," 9","9999.9"," 0","1020.5"," 9","999.9"," 0","  8.0"," 9","  7.8"," 9","  9.9","999.9","  41.9","*","  36.9","*"," 0.00","I","999.9","000000"
"72538599999","1989-01-25","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  32.4"," 9","9999.9"," 0","1026.1"," 9","999.9"," 0","  8.0"," 9"," 14.2"," 9"," 19.8","999.9","  36.9","*","  30.0","*","99.99"," ","999.9","010000"
"72538599999","1989-01-26","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  36.8"," 9","9999.9"," 0","1016.3"," 9","999.9"," 0","  8.0"," 9","  9.3"," 9"," 11.8","999.9","  43.9","*","  31.1","*","99.99"," ","999.9","010000"
"72538599999","1989-01-27","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  34.0"," 8","9999.9"," 0","1017.0"," 8","999.9"," 0","  9.3"," 8"," 11.4"," 8"," 16.9","999.9","  38.8","*","  31.1","*"," 0.00","I","999.9","000000"
"72538599999","1989-01-28","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  37.0"," 9","9999.9"," 0","1018.8"," 9","999.9"," 0","  8.0"," 9"," 12.4"," 9"," 21.0","999.9","  46.9","*","  31.1","*"," 0.00","I","999.9","000000"
"72538599999","1989-01-29","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  39.2"," 9","9999.9"," 0","1016.3"," 9","999.9"," 0","  5.7"," 9","  9.7"," 9"," 14.0","999.9","  43.9","*","  36.0","*","99.99"," ","999.9","010000"
"72538599999","1989-01-30","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  39.2"," 8","9999.9"," 0","1007.2"," 8","999.9"," 0","  7.9"," 8"," 12.8"," 8"," 18.8","999.9","  41.9","*","  37.9","*"," 0.00","I","999.9","000000"
"72538599999","1989-01-31","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  42.8"," 9","9999.9"," 0","1006.2"," 6","999.9"," 0","  8.0"," 9"," 16.1"," 9"," 22.0","999.9","  55.9","*","  34.9","*"," 0.00","I","999.9","000000"
"72538599999","1989-02-01","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  42.0"," 9","9999.9"," 0","1008.5"," 6","999.9"," 0","  8.0"," 9"," 11.5"," 9"," 17.9","999.9","  54.0","*","  28.0","*"," 0.00","I","999.9","000000"
"72538599999","1989-02-02","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  23.5"," 9","9999.9"," 0","1019.4"," 9","999.9"," 0","  7.4"," 9"," 12.8"," 9"," 17.9","999.9","  26.1","*","  22.1","*","99.99"," ","999.9","001000"
"72538599999","1989-02-03","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  21.8"," 9","9999.9"," 0","1025.6"," 9","999.9"," 0","  8.0"," 9","  8.9"," 9"," 11.8","999.9","  24.1","*","  19.0","*"," 0.00","I","999.9","000000"
"72538599999","1989-02-04","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  16.3"," 7","9999.9"," 0","1032.1"," 7","999.9"," 0","  7.0"," 7","  5.6"," 7","  9.9","999.9","  20.1","*","  14.2","*","99.99"," ","999.9","001000"
"72538599999","1989-02-05","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  16.0"," 9","9999.9"," 0","1028.3"," 9","999.9"," 0","  7.1"," 9","  5.2"," 9","  8.9","999.9","  19.0","*","  14.2","*","99.99"," ","999.9","001000"
"72538599999","1989-02-06","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  15.2"," 8","9999.9"," 0","1020.8"," 8","999.9"," 0","  7.0"," 8"," 13.5"," 8"," 19.8","999.9","  19.0","*","   9.1","*","99.99"," ","999.9","001000"
"72538599999","1989-02-07","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  14.5"," 9","9999.9"," 0","1022.7"," 9","999.9"," 0","  8.0"," 9"," 16.1"," 9"," 22.0","999.9","  18.1","*","  10.0","*"," 0.00","I","999.9","000000"
"72538599999","1989-02-08","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  17.2"," 7","9999.9"," 0","1020.9"," 7","999.9"," 0","  8.0"," 7"," 18.0"," 7"," 22.0","999.9","  21.0","*","  14.2","*"," 0.00","I","999.9","000000"
"72538599999","1989-02-09","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  11.9"," 6","9999.9"," 0","1029.0"," 6","999.9"," 0","  8.0"," 6"," 17.0"," 6"," 19.8","999.9","  14.2","*","  10.0","*"," 0.00","I","999.9","000000"
"72538599999","1989-02-10","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  17.0"," 9","9999.9"," 0","1022.2"," 8","999.9"," 0","  8.0"," 9"," 15.0"," 8"," 19.8","999.9","  25.2","*","  11.1","*"," 0.00","I","999.9","000000"
"72538599999","1989-02-11","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  26.0"," 9","9999.9"," 0","1015.4"," 9","999.9"," 0","  8.0"," 8"," 14.7"," 9"," 19.8","999.9","  32.0","*","  23.2","*","99.99"," ","999.9","001000"
"72538599999","1989-02-12","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  29.7"," 8","9999.9"," 0","1018.4"," 8","999.9"," 0","  8.0"," 8"," 12.7"," 8"," 19.8","999.9","  34.0","*","  24.1","*"," 0.00","I","999.9","000000"
"72538599999","1989-02-13","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  31.0"," 9","9999.9"," 0","1017.1"," 9","999.9"," 0","  4.8"," 9"," 11.6"," 9"," 16.9","999.9","  37.9","*","  27.1","*","99.99"," ","999.9","001000"
"72538599999","1989-02-14","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  37.7"," 9","9999.9"," 0","1019.9"," 9","999.9"," 0","  7.0"," 9"," 11.0"," 9"," 18.8","999.9","  40.8","*","  34.0","*"," 0.00","I","999.9","000000"
"72538599999","1989-02-15","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  33.2"," 8","9999.9"," 0","1026.5"," 7","999.9"," 0","  8.0"," 8","  6.4"," 8","  8.0","999.9","  36.0","*","  32.0","*"," 0.00","I","999.9","000000"
"72538599999","1989-02-16","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  25.3"," 9","9999.9"," 0","1039.0"," 9","999.9"," 0","  8.0"," 9","  8.0"," 9"," 11.8","999.9","  36.0","*","  17.1","*"," 0.00","I","999.9","000000"
"72538599999","1989-02-17","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  20.2"," 9","9999.9"," 0","1044.2"," 9","999.9"," 0","  8.0"," 9","  7.1"," 9","  9.9","999.9","  24.1","*","  14.2","*"," 0.00","I","999.9","000000"
"72538599999","1989-02-18","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  20.5"," 9","9999.9"," 0","1036.6"," 9","999.9"," 0","  8.4"," 9","  7.6"," 9"," 11.8","999.9","  24.1","*","  17.1","*"," 0.00","I","999.9","000000"
"72538599999","1989-02-19","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  25.5"," 9","9999.9"," 0","1024.1"," 9","999.9"," 0","  8.0"," 9"," 11.2"," 9"," 15.0","999.9","  32.0","*","  21.0","*"," 0.00","I","999.9","000000"
"72538599999","1989-02-20","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  30.3"," 9","9999.9"," 0","1018.2"," 9","999.9"," 0","  4.3"," 9","  8.8"," 9"," 11.8","999.9","  32.9","*","  28.0","*","99.99"," ","999.9","001000"
"72538599999","1989-02-21","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  32.5"," 9","9999.9"," 0","1006.3"," 9","999.9"," 0","  3.7"," 9","  7.8"," 9","  9.9","999.9","  34.9","*","  31.1","*","99.99"," ","999.9","001000"
"72538599999","1989-02-22","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  28.3"," 9","9999.9"," 0","1013.0"," 9","999.9"," 0","  8.0"," 9","  8.9"," 9"," 11.8","999.9","  32.9","*","  24.1","*"," 0.00","I","999.9","000000"
"72538599999","1989-02-23","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  15.2"," 8","9999.9"," 0","1026.8"," 8","999.9"," 0","  8.0"," 8"," 12.4"," 8"," 17.9","999.9","  23.2","*","   9.1","*"," 0.00","I","999.9","000000"
"72538599999","1989-02-24","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  12.7"," 9","9999.9"," 0","1032.5"," 9","999.9"," 0","  8.0"," 9","  9.2"," 9"," 14.0","999.9","  18.1","*","   6.1","*"," 0.00","I","999.9","000000"
