"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72635094860","1991-01-01","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  18.8","24","   9.3","24","1027.8","24","996.9","24"," 18.7","24"," 12.1","24"," 15.9"," 19.0","  30.9","*","  10.9"," "," 0.02","G","  2.0","001000"
"72635094860","1991-01-02","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  25.2","24","  18.9","24","1027.0","24","996.4","24"," 11.6","24","  8.4","24"," 13.0","999.9","  32.0"," ","  10.9"," "," 0.00","G","  0.8","001000"
"72635094860","1991-01-03","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  16.0","24","  10.2","24","1032.5","24","001.4","24","  7.5","24","  9.8","24"," 18.1"," 19.0","  30.9"," ","  12.9"," "," 0.09","G","  3.1","001000"
"72635094860","1991-01-04","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  17.9","24","  11.1","24","1032.3","24","001.2","24"," 16.2","24"," 11.5","24"," 18.1"," 21.0","  24.1"," ","  10.9"," "," 0.01","G","  3.1","001000"
"72635094860","1991-01-05","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  21.2","24","  16.2","24","1026.4","24","995.6","24","  8.7","24","  7.0","24"," 11.1","999.9","  25.0","*","  10.9"," "," 0.17","G","  5.9","101000"
"72635094860","1991-01-06","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  27.7","24","  24.8","24","1028.4","24","997.8","24","  4.7","24","  5.2","24"," 10.1","999.9","  33.1"," ","  19.0"," "," 0.05","G","  5.1","111000"
"72635094860","1991-01-07","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  16.7","24","   9.2","24","1037.6","24","006.5","24"," 15.1","24","  7.9","24"," 13.0","999.9","  34.0"," ","   7.0"," "," 0.00","G","  3.9","000000"
"72635094860","1991-01-08","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  14.5","24","   9.7","24","1032.7","24","001.5","24"," 13.6","24"," 10.4","24"," 15.9","999.9","  26.1","*","   6.1"," "," 0.00","G","  3.1","000000"
"72635094860","1991-01-09","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  28.9","24","  25.9","24","1026.0","24","995.4","24","  4.4","24","  9.2","24"," 13.0","999.9","  30.9"," ","  26.1","*"," 0.05","G","  3.1","111000"
"72635094860","1991-01-10","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  23.6","24","  16.3","24","1035.9","24","005.0","24"," 10.4","24","  9.6","24"," 17.1"," 22.9","  30.9"," ","  19.9"," "," 0.01","G","  2.0","100000"
"72635094860","1991-01-11","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  20.8","24","  17.4","24","1022.4","24","991.8","24","  5.1","24"," 16.2","24"," 22.0"," 29.9","  26.1"," ","  18.0"," "," 0.08","G","  4.7","011000"
"72635094860","1991-01-12","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  25.1","24","  21.8","24","1013.0","24","982.8","24","  8.3","24","  8.4","24"," 12.0","999.9","  28.0","*","  18.0"," "," 0.27","G","  7.1","001000"
"72635094860","1991-01-13","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  28.1","24","  23.8","24","1017.1","24","986.8","24"," 12.8","24","  8.4","24"," 15.9","999.9","  30.0"," ","  23.0"," "," 0.00","G","  7.1","100000"
"72635094860","1991-01-14","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  32.6","24","  29.4","24","1009.6","24","979.7","24","  5.1","24"," 14.8","24"," 21.0"," 24.1","  35.1","*","  26.1"," "," 0.00","G","  5.1","111000"
"72635094860","1991-01-15","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  34.0","24","  32.2","24","1015.7","24","985.7","24","  2.8","24","  7.8","24"," 14.0","999.9","  35.1"," ","  30.9"," "," 0.00","G","  3.1","100000"
"72635094860","1991-01-16","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  34.3","24","  33.3","24","1009.2","24","979.4","24","  2.6","24","  9.5","24"," 12.0","999.9","  37.0","*","  33.1"," "," 0.14","G","  2.0","111000"
"72635094860","1991-01-17","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  30.0","24","  25.6","24","1013.0","24","983.0","24","  8.4","24"," 13.3","24"," 17.1"," 22.9","  37.0"," ","  28.0"," "," 0.04","G","  2.8","101000"
"72635094860","1991-01-18","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  27.9","24","  20.5","24","1017.0","24","986.7","24"," 16.0","24"," 14.7","24"," 21.0"," 28.9","  33.1"," ","  19.9"," "," 0.03","G","  3.1","001000"
"72635094860","1991-01-19","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  35.4","24","  29.3","24","1011.1","24","981.2","24","  8.0","24"," 15.3","24"," 20.0"," 28.0","  46.0","*","  19.9"," "," 0.00","G","  2.0","100000"
"72635094860","1991-01-20","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  34.6","24","  30.7","24","1005.4","24","975.7","24","  6.9","24"," 11.2","24"," 20.0"," 22.9","  46.0"," ","  25.0","*"," 0.00","G","  0.4","111000"
"72635094860","1991-01-21","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  14.5","24","   2.4","24","1017.2","24","986.7","24"," 15.7","24","  8.5","24"," 14.0"," 19.0","  37.0"," ","   9.0"," "," 0.02","G","  0.4","001000"
"72635094860","1991-01-22","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  10.8","24","   1.1","24","1018.9","24","988.0","24"," 17.2","24","  8.5","24"," 20.0"," 24.1","  18.0"," ","   3.9"," "," 0.00","G","  0.4","000000"
"72635094860","1991-01-23","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  21.8","24","  16.1","24","1005.2","24","975.0","24","  5.6","24"," 18.5","24"," 26.0"," 33.0","  30.9"," ","   3.9"," "," 0.08","G","  2.8","001000"
"72635094860","1991-01-24","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  15.2","24","   8.6","24","1019.3","24","988.6","24","  6.3","24"," 12.2","24"," 15.9"," 21.0","  30.9"," ","  10.0","*"," 0.07","G","  3.9","001000"
"72635094860","1991-01-25","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","   8.1","24","   2.4","24","1029.1","24","997.8","24"," 10.5","24","  6.3","24"," 14.0","999.9","  17.1"," ","  -0.9"," "," 0.03","G","  3.1","001000"
"72635094860","1991-01-26","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  13.7","24","   7.5","24","1021.2","24","990.3","24","  9.8","24"," 11.9","24"," 22.0"," 27.0","  21.9","*","   1.9"," "," 0.02","G","  3.9","001000"
"72635094860","1991-01-27","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  22.3","24","  15.0","24","1008.8","24","978.6","24"," 11.6","24"," 16.3","24"," 20.0"," 28.9","  30.9","*","   8.1"," "," 0.02","G","  3.1","001000"
"72635094860","1991-01-28","42.8825","-85.52389","244.8","GRAND RAPIDS GERALD R FORD INTERNATIONAL AIRPORT, MI US","  26.2","24","  19.5","24","1009.6","24","979.4","24"," 13.9","24"," 13.4","24"," 21.0"," 28.9","  34.0"," ","  12.9"," "," 0.00","G","  2.0","001000"
