"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72538599999","1988-03-19","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  30.3"," 7","9999.9"," 0","1009.5"," 7","999.9"," 0","  8.0"," 7"," 10.0"," 7"," 15.0","999.9","  36.9","*","  23.2","*"," 0.00","I","999.9","000000"
"72538599999","1988-03-20","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  26.2"," 6","9999.9"," 0","1015.0"," 5","999.9"," 0","  8.0"," 6"," 10.2"," 6"," 12.8","999.9","  30.0","*","  18.1","*"," 0.00","I","999.9","000000"
"72538599999","1988-03-21","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  22.8"," 8","9999.9"," 0","1027.7"," 8","999.9"," 0","  8.0"," 8","  8.9"," 8"," 12.8","999.9","  27.1","*","  16.2","*"," 0.00","I","999.9","000000"
"72538599999","1988-03-22","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  24.4"," 9","9999.9"," 0","1029.8"," 8","999.9"," 0","  8.0"," 9"," 10.7"," 9"," 15.0","999.9","  34.0","*","  18.1","*"," 0.00","I","999.9","000000"
"72538599999","1988-03-23","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  47.1"," 8","9999.9"," 0","1017.8"," 8","999.9"," 0","  8.0"," 8"," 14.5"," 8"," 19.8","999.9","  68.9","*","  29.1","*"," 0.00","I","999.9","000000"
"72538599999","1988-03-24","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  46.9"," 7","9999.9"," 0","1017.1"," 7","999.9"," 0","  6.2"," 7","  8.3"," 7"," 11.8","999.9","  61.9","*","  36.9","*","99.99"," ","999.9","110000"
"72538599999","1988-03-25","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  53.6"," 4","9999.9"," 0","1008.6"," 4","999.9"," 0","  7.7"," 4"," 14.7"," 4"," 22.0","999.9","  58.8","*","  48.9","*","99.99"," ","999.9","010000"
"72538599999","1988-03-26","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  47.4"," 8","9999.9"," 0","1006.6"," 8","999.9"," 0","  8.0"," 8"," 11.8"," 8"," 15.9","999.9","  50.9","*","  41.9","*"," 0.00","I","999.9","000000"
"72538599999","1988-03-27","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  36.2"," 9","9999.9"," 0","1014.3"," 9","999.9"," 0","  8.0"," 9"," 12.8"," 9"," 19.8","999.9","  43.9","*","  29.1","*"," 0.00","I","999.9","000000"
"72538599999","1988-03-28","42.33","-82.97","177.0","BELLE ISLE COAST GUARD STATION, MI US","  35.4"," 7","9999.9"," 0","1024.4"," 7","999.9"," 0","  8.0"," 7","  7.6"," 7","  9.9","999.9","  39.9","*","  32.9","*"," 0.00","I","999.9","000000"
